chr	pos1	pos2	chr2	pos3	pos4	length	width	total	Mean	maxpixel	num	start	end	x	y	h	w	medpixel	region_idx	region_start	region_end	pvalue	Stripiness	Stripiness
chr19	45322400.0	45322800.0	chr19	45314001.0	45324401.0	10400.0	400.0	800.0	7.6923076923076925	95.0%	0.0	226564.0	226663.0	4.0	6.0	52.0	2.0	2.0	1252	45321600	45323800	6.307387921365862e-05	0.5983545250560958	0.5983545250560958
chr19	45326200.0	45326600.0	chr19	45317801.0	45330001.0	12200.0	400.0	642.0	5.262295081967213	95.0%	0.0	226583.0	226682.0	4.0	6.0	61.0	2.0	2.0	1253	45325400	45327600	0.1814624493406648	0.5015723270440252	0.5015723270440252
chr19	45338400.0	45338800.0	chr19	45337001.0	45340001.0	3000.0	400.0	394.0	13.133333333333333	95.0%	0.0	226644.0	226743.0	4.0	41.0	15.0	2.0	2.0	1254	45337600	45339800	0.0015858547757588	0.3716337522441651	0.37163375224416517
chr19	45358000.0	45358400.0	chr19	45349601.0	45363001.0	13400.0	400.0	884.0	6.597014925373134	95.0%	0.0	226742.0	226841.0	4.0	6.0	67.0	2.0	2.0	1255	45357200	45359400	0.000534146090957	0.6863813229571984	0.6863813229571984
chr19	45370400.0	45370800.0	chr19	45362001.0	45377801.0	15800.0	400.0	1350.0	8.544303797468354	95.0%	0.0	226804.0	226903.0	4.0	6.0	79.0	2.0	3.0	1256	45369600	45371800	2.1082866732555876e-60	0.5893169877408057	0.5893169877408057
chr19	45397800.0	45398200.0	chr19	45389401.0	45402201.0	12800.0	400.0	773.0	6.0390625	95.0%	0.0	226941.0	227040.0	4.0	6.0	64.0	2.0	2.0	1257	45397000	45399200	0.0339403742638821	0.6786654960491659	0.6786654960491659
chr19	45402400.0	45402800.0	chr19	45394001.0	45405201.0	11200.0	400.0	1341.0	11.973214285714286	95.0%	0.0	226964.0	227063.0	4.0	6.0	56.0	2.0	2.0	1258	45401600	45403800	0.0003500420173741	0.6070620190131281	0.6070620190131281
chr19	45423200.0	45423600.0	chr19	45414801.0	45428401.0	13600.0	400.0	1079.0	7.9338235294117645	95.0%	0.0	227068.0	227167.0	4.0	6.0	68.0	2.0	2.0	1259	45422400	45424600	5.016165396221718e-37	0.639218009478673	0.639218009478673
chr19	45428200.0	45428600.0	chr19	45419801.0	45433601.0	13800.0	400.0	567.0	4.108695652173913	95.0%	0.0	227093.0	227192.0	4.0	6.0	69.0	2.0	2.0	1260	45427400	45429600	0.9744231233917228	0.5444015444015444	0.5444015444015444
chr19	45439600.0	45440000.0	chr19	45431201.0	45441601.0	10400.0	400.0	534.0	5.134615384615385	95.0%	0.0	227150.0	227249.0	4.0	6.0	52.0	2.0	2.0	1261	45438800	45441000	0.0022663890546132	0.4483627204030226	0.44836272040302266
chr19	45444400.0	45444800.0	chr19	45443201.0	45447601.0	4400.0	400.0	784.0	17.818181818181817	95.0%	0.0	227174.0	227273.0	4.0	42.0	22.0	2.0	3.0	1262	45443600	45445800	0.2461356273582779	0.550354609929078	0.550354609929078
chr19	45467600.0	45468000.0	chr19	45459201.0	45469201.0	10000.0	400.0	1267.0	12.67	95.0%	0.0	227290.0	227389.0	4.0	6.0	50.0	2.0	2.0	1263	45466800	45469000	9.851334845801075e-21	0.5542432195975503	0.5542432195975503
chr19	45497000.0	45497400.0	chr19	45488601.0	45506001.0	17400.0	400.0	773.0	4.442528735632184	95.0%	0.0	227437.0	227536.0	4.0	6.0	87.0	2.0	2.0	1264	45496200	45498400	0.0213832710680723	0.6066089693154996	0.6066089693154996
chr19	45506600.0	45507000.0	chr19	45498201.0	45511401.0	13200.0	400.0	1438.0	10.893939393939394	95.0%	0.0	227485.0	227584.0	4.0	6.0	66.0	2.0	2.0	1265	45505800	45508000	2.736156362598412e-25	0.6187607573149742	0.6187607573149742
chr19	45508400.0	45508800.0	chr19	45500001.0	45514201.0	14200.0	400.0	1022.0	7.197183098591549	95.0%	0.0	227494.0	227593.0	4.0	6.0	71.0	2.0	2.0	1266	45507600	45509800	2.4412235943849238e-09	0.6465736040609137	0.6465736040609137
chr19	45514600.0	45515000.0	chr19	45506201.0	45516401.0	10200.0	400.0	894.0	8.764705882352942	95.0%	0.0	227525.0	227624.0	4.0	6.0	51.0	2.0	2.0	1267	45513800	45516000	2.6558846573284508e-14	0.5825439783491204	0.5825439783491204
chr19	45526000.0	45526400.0	chr19	45517601.0	45528401.0	10800.0	400.0	740.0	6.851851851851852	95.0%	0.0	227582.0	227681.0	4.0	6.0	54.0	2.0	2.0	1268	45525200	45527400	3.628911088583243e-08	0.5555555555555556	0.5555555555555556
chr19	45541800.0	45542200.0	chr19	45533401.0	45547801.0	14400.0	400.0	834.0	5.791666666666667	95.0%	0.0	227661.0	227760.0	4.0	6.0	72.0	2.0	2.0	1269	45541000	45543200	5.207123897216321e-09	0.6858552631578947	0.6858552631578947
chr19	45584200.0	45584600.0	chr19	45583201.0	45590801.0	7600.0	400.0	702.0	9.236842105263158	95.0%	0.0	227873.0	227972.0	4.0	43.0	38.0	2.0	2.0	1270	45583400	45585600	1.3619729073636088e-05	0.4474187380497132	0.4474187380497132
chr19	45591000.0	45591400.0	chr19	45584401.0	45598201.0	13800.0	400.0	1051.0	7.615942028985507	95.0%	0.0	227907.0	228006.0	4.0	15.0	69.0	2.0	2.0	1271	45590200	45592400	9.033179532257678e-16	0.5978384527872582	0.5978384527872582
chr19	45598400.0	45598800.0	chr19	45590001.0	45604401.0	14400.0	400.0	759.0	5.270833333333333	95.0%	0.0	227944.0	228043.0	4.0	6.0	72.0	2.0	3.0	1272	45597600	45599800	0.0025597499563709	0.6837837837837838	0.6837837837837838
chr19	45632400.0	45632800.0	chr19	45624001.0	45641201.0	17200.0	400.0	975.0	5.6686046511627906	95.0%	0.0	228114.0	228213.0	4.0	6.0	86.0	2.0	2.0	1273	45631600	45633800	7.963934998021111e-11	0.653485254691689	0.653485254691689
chr19	45639000.0	45639400.0	chr19	45630601.0	45640801.0	10200.0	400.0	963.0	9.441176470588236	95.0%	0.0	228147.0	228246.0	4.0	6.0	51.0	2.0	3.0	1274	45638200	45640400	1.0758997214641453e-12	0.6007628734901462	0.6007628734901462
chr19	45657800.0	45658200.0	chr19	45649401.0	45658201.0	8800.0	400.0	599.0	6.806818181818182	95.0%	0.0	228241.0	228340.0	4.0	6.0	44.0	2.0	2.0	1275	45657000	45659200	0.0021903529563396	0.4039282664389411	0.4039282664389411
chr19	45667800.0	45668200.0	chr19	45659401.0	45669201.0	9800.0	400.0	815.0	8.316326530612244	95.0%	0.0	228291.0	228390.0	4.0	6.0	49.0	2.0	2.0	1276	45667000	45669200	0.0319312208266134	0.5165125495376486	0.5165125495376486
chr19	45676800.0	45677200.0	chr19	45668401.0	45681201.0	12800.0	400.0	1365.0	10.6640625	95.0%	0.0	228336.0	228435.0	4.0	6.0	64.0	2.0	3.0	1277	45676000	45678200	2.3342912237257276e-39	0.6967840735068913	0.6967840735068913
chr19	45681400.0	45681800.0	chr19	45673001.0	45686201.0	13200.0	400.0	1210.0	9.166666666666666	95.0%	0.0	228359.0	228458.0	4.0	6.0	66.0	2.0	2.0	1278	45680600	45682800	3.4815401930681017e-13	0.6371774618220116	0.6371774618220116
chr19	45698400.0	45698800.0	chr19	45692801.0	45704401.0	11600.0	400.0	980.0	8.448275862068966	95.0%	0.0	228444.0	228543.0	4.0	20.0	58.0	2.0	3.0	1279	45697600	45699800	5.1235553700993505e-08	0.7063492063492064	0.7063492063492064
chr19	45717000.0	45717400.0	chr19	45708601.0	45722001.0	13400.0	400.0	851.0	6.350746268656716	95.0%	0.0	228537.0	228636.0	4.0	6.0	67.0	2.0	2.0	1280	45716200	45718400	2.348757826018072e-06	0.6304832713754647	0.6304832713754647
chr19	45764800.0	45765200.0	chr19	45763201.0	45767001.0	3800.0	400.0	757.0	19.92105263157895	95.0%	0.0	228776.0	228875.0	4.0	40.0	19.0	2.0	3.0	1281	45764000	45766200	0.0056164796427491	0.515358361774744	0.515358361774744
chr19	45781400.0	45781800.0	chr19	45773001.0	45783001.0	10000.0	400.0	1398.0	13.98	95.0%	0.0	228859.0	228958.0	4.0	6.0	50.0	2.0	3.0	1282	45780600	45782800	8.421790344419756e-23	0.6421663442940039	0.6421663442940039
chr19	45783400.0	45783800.0	chr19	45775001.0	45787801.0	12800.0	400.0	1522.0	11.890625	95.0%	0.0	228869.0	228968.0	4.0	6.0	64.0	2.0	3.0	1283	45782600	45784800	1.83320406731854e-08	0.7205452775073028	0.7205452775073028
chr19	45799000.0	45799400.0	chr19	45790601.0	45801401.0	10800.0	400.0	467.0	4.324074074074074	95.0%	0.0	228947.0	229046.0	4.0	6.0	54.0	2.0	2.0	1284	45798200	45800400	0.9303016063670853	0.5005512679162073	0.5005512679162073
chr19	45819000.0	45819400.0	chr19	45817601.0	45823401.0	5800.0	400.0	841.0	14.5	95.0%	0.0	229047.0	229146.0	4.0	41.0	29.0	2.0	2.0	1285	45818200	45820400	0.0028317573137958	0.6620262954369683	0.6620262954369683
chr19	45842000.0	45842400.0	chr19	45833601.0	45848601.0	15000.0	400.0	620.0	4.133333333333334	95.0%	0.0	229162.0	229261.0	4.0	6.0	75.0	2.0	2.0	1286	45841200	45843400	0.0993247079510695	0.6415289256198347	0.6415289256198347
chr19	45902600.0	45903000.0	chr19	45894201.0	45910201.0	16000.0	400.0	1086.0	6.7875	95.0%	0.0	229465.0	229564.0	4.0	6.0	80.0	2.0	2.0	1287	45901800	45904000	1.0115460545053351e-23	0.5589294904786413	0.5589294904786413
chr19	45919400.0	45919800.0	chr19	45911001.0	45922201.0	11200.0	400.0	571.0	5.098214285714286	95.0%	0.0	229549.0	229648.0	4.0	6.0	56.0	2.0	2.0	1288	45918600	45920800	0.0270948564919277	0.5681592039800994	0.5681592039800994
chr19	45922200.0	45922600.0	chr19	45913801.0	45927601.0	13800.0	400.0	578.0	4.188405797101449	95.0%	0.0	229563.0	229662.0	4.0	6.0	69.0	2.0	2.0	1289	45921400	45923600	0.0317529484575694	0.5836734693877551	0.5836734693877551
chr19	45927800.0	45928200.0	chr19	45919401.0	45935601.0	16200.0	400.0	1047.0	6.462962962962963	95.0%	0.0	229591.0	229690.0	4.0	6.0	81.0	2.0	2.0	1290	45927000	45929200	9.742706831407774e-05	0.6158861885002964	0.6158861885002964
chr19	45974000.0	45974400.0	chr19	45965601.0	45982001.0	16400.0	400.0	766.0	4.670731707317073	95.0%	0.0	229822.0	229921.0	4.0	6.0	82.0	2.0	2.0	1291	45973200	45975400	9.991609260503932e-05	0.5661492978566149	0.5661492978566149
chr19	46077200.0	46077600.0	chr19	46068801.0	46080801.0	12000.0	400.0	372.0	3.1	95.0%	0.0	230338.0	230437.0	4.0	6.0	60.0	2.0	1.0	1292	46076400	46078600	0.1116132449742658	0.383089770354906	0.38308977035490605
chr19	46185800.0	46186200.0	chr19	46177401.0	46191601.0	14200.0	400.0	405.0	2.852112676056338	95.0%	0.0	230881.0	230980.0	4.0	6.0	71.0	2.0	2.0	1293	46185000	46187200	0.2394269934388305	0.5337748344370861	0.5337748344370861
chr19	46233400.0	46233800.0	chr19	46225001.0	46235201.0	10200.0	400.0	298.0	2.92156862745098	95.0%	0.0	231119.0	231218.0	4.0	6.0	51.0	2.0	2.0	1294	46232600	46234800	0.1848843494191077	0.4655172413793103	0.46551724137931033
chr19	46261800.0	46262200.0	chr19	46253401.0	46264401.0	11000.0	400.0	517.0	4.7	95.0%	0.0	231261.0	231360.0	4.0	6.0	55.0	2.0	2.0	1295	46261000	46263200	2.368132835799239e-07	0.5478723404255319	0.5478723404255319
chr19	46308600.0	46309000.0	chr19	46300201.0	46310201.0	10000.0	400.0	600.0	6.0	95.0%	0.0	231495.0	231594.0	4.0	6.0	50.0	2.0	2.0	1296	46307800	46310000	1.051571592659264e-05	0.5381750465549349	0.5381750465549349
chr19	46346800.0	46347200.0	chr19	46338401.0	46351601.0	13200.0	400.0	957.0	7.25	95.0%	0.0	231686.0	231785.0	4.0	6.0	66.0	2.0	2.0	1297	46346000	46348200	5.486147313960089e-19	0.5538194444444444	0.5538194444444444
chr19	46416200.0	46416600.0	chr19	46407801.0	46420001.0	12200.0	400.0	742.0	6.081967213114754	95.0%	0.0	232033.0	232132.0	4.0	6.0	61.0	2.0	2.0	1298	46415400	46417600	6.564038717656359e-14	0.5754495699765442	0.5754495699765442
chr19	46426400.0	46426800.0	chr19	46418001.0	46432001.0	14000.0	400.0	618.0	4.414285714285715	95.0%	0.0	232084.0	232183.0	4.0	6.0	70.0	2.0	2.0	1299	46425600	46427800	9.08362820991732e-07	0.6255060728744939	0.6255060728744939
chr19	46513400.0	46513800.0	chr19	46505001.0	46517601.0	12600.0	400.0	508.0	4.031746031746032	95.0%	0.0	232519.0	232618.0	4.0	6.0	63.0	2.0	2.0	1300	46512600	46514800	0.0403375069263715	0.4469223907225691	0.4469223907225691
chr19	46518400.0	46518800.0	chr19	46516401.0	46519401.0	3000.0	400.0	413.0	13.766666666666667	95.0%	0.0	232544.0	232643.0	4.0	38.0	15.0	2.0	2.0	1301	46517600	46519800	8.947976548134184e-06	0.3621013133208255	0.3621013133208255
chr19	46574000.0	46574400.0	chr19	46565601.0	46578401.0	12800.0	400.0	563.0	4.3984375	95.0%	0.0	232822.0	232921.0	4.0	6.0	64.0	2.0	2.0	1302	46573200	46575400	1.241773414219526e-05	0.5985090521831736	0.5985090521831736
chr19	46600400.0	46600800.0	chr19	46592001.0	46602401.0	10400.0	400.0	675.0	6.490384615384615	95.0%	0.0	232954.0	233053.0	4.0	6.0	52.0	2.0	2.0	1303	46599600	46601800	1.6096295816065294e-10	0.5496742671009772	0.5496742671009772
chr19	46614000.0	46614400.0	chr19	46609001.0	46616601.0	7600.0	400.0	620.0	8.157894736842104	95.0%	0.0	233022.0	233121.0	4.0	23.0	38.0	2.0	2.0	1304	46613200	46615400	2.409285225866138e-07	0.503655564581641	0.503655564581641
chr19	46616800.0	46617200.0	chr19	46608401.0	46622401.0	14000.0	400.0	696.0	4.9714285714285715	95.0%	0.0	233036.0	233135.0	4.0	6.0	70.0	2.0	2.0	1305	46616000	46618200	5.122131007603675e-05	0.57189811010682	0.57189811010682
chr19	46638800.0	46639200.0	chr19	46630401.0	46646401.0	16000.0	400.0	1183.0	7.39375	95.0%	0.0	233146.0	233245.0	4.0	6.0	80.0	2.0	2.0	1306	46638000	46640200	1.1271578752869343e-25	0.575816674792784	0.575816674792784
chr19	46697400.0	46697800.0	chr19	46689001.0	46704401.0	15400.0	400.0	973.0	6.318181818181818	95.0%	0.0	233439.0	233538.0	4.0	6.0	77.0	2.0	2.0	1307	46696600	46698800	1.0975170175633253e-06	0.587809293904647	0.587809293904647
chr19	46704200.0	46704600.0	chr19	46695801.0	46707401.0	11600.0	400.0	660.0	5.689655172413793	95.0%	0.0	233473.0	233572.0	4.0	6.0	58.0	2.0	2.0	1308	46703400	46705600	1.641786620449515e-05	0.6071757129714811	0.6071757129714811
chr19	46713600.0	46714000.0	chr19	46705201.0	46717001.0	11800.0	400.0	1049.0	8.889830508474576	95.0%	0.0	233520.0	233619.0	4.0	6.0	59.0	2.0	2.0	1309	46712800	46715000	1.088176461159502e-06	0.6498442367601246	0.6498442367601246
chr19	46717000.0	46717400.0	chr19	46708601.0	46721201.0	12600.0	400.0	2032.0	16.126984126984127	95.0%	0.0	233537.0	233636.0	4.0	6.0	63.0	2.0	3.0	1310	46716200	46718400	2.8067502692885986e-45	0.6548157724628313	0.6548157724628313
chr19	46728600.0	46729000.0	chr19	46720201.0	46732801.0	12600.0	400.0	813.0	6.4523809523809526	95.0%	0.0	233595.0	233694.0	4.0	6.0	63.0	2.0	2.0	1311	46727800	46730000	1.085479956634803e-05	0.588150289017341	0.588150289017341
chr19	46736400.0	46736800.0	chr19	46728001.0	46739401.0	11400.0	400.0	632.0	5.543859649122807	95.0%	0.0	233634.0	233733.0	4.0	6.0	57.0	2.0	3.0	1312	46735600	46737800	0.3349628990599004	0.5963566634707574	0.5963566634707574
chr19	46750000.0	46750400.0	chr19	46746401.0	46752001.0	5600.0	400.0	465.0	8.303571428571429	95.0%	0.0	233702.0	233801.0	4.0	30.0	28.0	2.0	2.0	1313	46749200	46751400	0.3916437157201911	0.4447702834799609	0.4447702834799609
chr19	46757200.0	46757600.0	chr19	46748801.0	46765801.0	17000.0	400.0	768.0	4.517647058823529	95.0%	0.0	233738.0	233837.0	4.0	6.0	85.0	2.0	2.0	1314	46756400	46758600	0.000401253495518	0.5985970381917382	0.5985970381917382
chr19	46764600.0	46765000.0	chr19	46756201.0	46769401.0	13200.0	400.0	633.0	4.795454545454546	95.0%	0.0	233775.0	233874.0	4.0	6.0	66.0	2.0	2.0	1315	46763800	46766000	0.0278258391761737	0.6218905472636815	0.6218905472636815
chr19	46796200.0	46796600.0	chr19	46787801.0	46803601.0	15800.0	400.0	782.0	4.949367088607595	95.0%	0.0	233933.0	234032.0	4.0	6.0	79.0	2.0	2.0	1316	46795400	46797600	7.012670158969546e-10	0.6744186046511628	0.6744186046511628
chr19	46800000.0	46800400.0	chr19	46791601.0	46805001.0	13400.0	400.0	696.0	5.1940298507462686	95.0%	0.0	233952.0	234051.0	4.0	6.0	67.0	2.0	2.0	1317	46799200	46801400	1.0947579653788371e-05	0.6777020447906524	0.6777020447906524
chr19	46813000.0	46813400.0	chr19	46804601.0	46817801.0	13200.0	400.0	979.0	7.416666666666667	95.0%	0.0	234017.0	234116.0	4.0	6.0	66.0	2.0	2.0	1318	46812200	46814400	1.420878268294459e-12	0.6279666452854393	0.6279666452854393
chr19	46816000.0	46816400.0	chr19	46807601.0	46821201.0	13600.0	400.0	748.0	5.5	95.0%	0.0	234032.0	234131.0	4.0	6.0	68.0	2.0	2.0	1319	46815200	46817400	8.269153924028374e-10	0.6211490424646128	0.6211490424646128
chr19	46845800.0	46846200.0	chr19	46841801.0	46849201.0	7400.0	400.0	626.0	8.45945945945946	95.0%	0.0	234181.0	234280.0	4.0	28.0	37.0	2.0	2.0	1320	46845000	46847200	0.0112805105446765	0.5738161559888579	0.5738161559888579
chr19	46850400.0	46850800.0	chr19	46842001.0	46859401.0	17400.0	400.0	949.0	5.454022988505747	95.0%	0.0	234204.0	234303.0	4.0	6.0	87.0	2.0	2.0	1321	46849600	46851800	1.892884575151929e-13	0.6074168797953964	0.6074168797953964
chr19	46856000.0	46856400.0	chr19	46847601.0	46859601.0	12000.0	400.0	819.0	6.825	95.0%	0.0	234232.0	234331.0	4.0	6.0	60.0	2.0	3.0	1322	46855200	46857400	7.423102379542384e-08	0.5265922521339461	0.5265922521339461
chr19	46904600.0	46905000.0	chr19	46896201.0	46909601.0	13400.0	400.0	725.0	5.41044776119403	95.0%	0.0	234475.0	234574.0	4.0	6.0	67.0	2.0	2.0	1323	46903800	46906000	1.8475750556414317e-05	0.6609090909090909	0.6609090909090909
chr19	46975200.0	46975600.0	chr19	46966801.0	46975601.0	8800.0	400.0	427.0	4.8522727272727275	95.0%	0.0	234828.0	234927.0	4.0	6.0	44.0	2.0	2.0	1324	46974400	46976600	2.2409009306943144e-06	0.3836477987421384	0.3836477987421384
chr19	46989200.0	46989600.0	chr19	46988001.0	46990801.0	2800.0	400.0	469.0	16.75	95.0%	0.0	234898.0	234997.0	4.0	42.0	14.0	2.0	2.0	1325	46988400	46990600	0.0044618054581975	0.4161490683229814	0.4161490683229814
chr19	47021000.0	47021400.0	chr19	47012601.0	47024201.0	11600.0	400.0	614.0	5.293103448275862	95.0%	0.0	235057.0	235156.0	4.0	6.0	58.0	2.0	2.0	1326	47020200	47022400	0.0690421561379802	0.5376532399299475	0.5376532399299475
chr19	47022800.0	47023200.0	chr19	47014401.0	47027401.0	13000.0	400.0	605.0	4.653846153846154	95.0%	0.0	235066.0	235165.0	4.0	6.0	65.0	2.0	2.0	1327	47022000	47024200	0.3333264032868482	0.6075050709939148	0.6075050709939148
chr19	47028200.0	47028600.0	chr19	47019801.0	47031601.0	11800.0	400.0	635.0	5.38135593220339	95.0%	0.0	235093.0	235192.0	4.0	6.0	59.0	2.0	2.0	1328	47027400	47029600	0.0750198625772655	0.5853658536585366	0.5853658536585366
chr19	47035600.0	47036000.0	chr19	47027201.0	47040601.0	13400.0	400.0	576.0	4.298507462686567	95.0%	0.0	235130.0	235229.0	4.0	6.0	67.0	2.0	2.0	1329	47034800	47037000	0.0324352719580041	0.5270394133822182	0.5270394133822182
chr19	47047800.0	47048200.0	chr19	47039401.0	47049201.0	9800.0	400.0	896.0	9.142857142857142	95.0%	0.0	235191.0	235290.0	4.0	6.0	49.0	2.0	2.0	1330	47047000	47049200	6.448453375342881e-14	0.5550660792951542	0.5550660792951542
chr19	47068400.0	47068800.0	chr19	47060001.0	47074601.0	14600.0	400.0	737.0	5.0479452054794525	95.0%	0.0	235294.0	235393.0	4.0	6.0	73.0	2.0	2.0	1331	47067600	47069800	0.0003787821557516	0.6836734693877551	0.6836734693877551
chr19	47096400.0	47096800.0	chr19	47088001.0	47100801.0	12800.0	400.0	826.0	6.453125	95.0%	0.0	235434.0	235533.0	4.0	6.0	64.0	2.0	2.0	1332	47095600	47097800	0.2214055267474461	0.6069066862601029	0.6069066862601029
chr19	47130600.0	47131000.0	chr19	47125001.0	47137201.0	12200.0	400.0	864.0	7.081967213114754	95.0%	0.0	235605.0	235704.0	4.0	20.0	61.0	2.0	2.0	1333	47129800	47132000	8.358601105519648e-05	0.5433562071116657	0.5433562071116657
chr19	47186800.0	47187200.0	chr19	47178401.0	47189201.0	10800.0	400.0	624.0	5.777777777777778	95.0%	0.0	235886.0	235985.0	4.0	6.0	54.0	2.0	2.0	1334	47186000	47188200	0.0025857136380793	0.6105675146771037	0.6105675146771037
chr19	47231200.0	47231600.0	chr19	47229201.0	47232601.0	3400.0	400.0	467.0	13.735294117647058	95.0%	0.0	236108.0	236207.0	4.0	38.0	17.0	2.0	2.0	1335	47230400	47232600	0.2672294354115265	0.3780918727915194	0.37809187279151946
chr19	47241000.0	47241400.0	chr19	47232601.0	47242601.0	10000.0	400.0	802.0	8.02	95.0%	0.0	236157.0	236256.0	4.0	6.0	50.0	2.0	2.0	1336	47240200	47242400	9.77241476905425e-10	0.5765636232925953	0.5765636232925953
chr19	47274000.0	47274400.0	chr19	47265601.0	47280201.0	14600.0	400.0	1124.0	7.698630136986301	95.0%	0.0	236322.0	236421.0	4.0	6.0	73.0	2.0	2.0	1337	47273200	47275400	8.721705675873738e-14	0.6385404789053591	0.6385404789053591
chr19	47296000.0	47296400.0	chr19	47287601.0	47302201.0	14600.0	400.0	574.0	3.9315068493150687	95.0%	0.0	236432.0	236531.0	4.0	6.0	73.0	2.0	2.0	1338	47295200	47297400	0.0034182572916524	0.56	0.56
chr19	47309400.0	47309800.0	chr19	47301001.0	47315001.0	14000.0	400.0	687.0	4.9071428571428575	95.0%	0.0	236499.0	236598.0	4.0	6.0	70.0	2.0	2.0	1339	47308600	47310800	0.0121735583100924	0.6446124763705104	0.6446124763705104
chr19	47323600.0	47324000.0	chr19	47315201.0	47328001.0	12800.0	400.0	762.0	5.953125	95.0%	0.0	236570.0	236669.0	4.0	6.0	64.0	2.0	2.0	1340	47322800	47325000	3.843570239174785e-07	0.6235679214402619	0.6235679214402619
chr19	47436600.0	47437000.0	chr19	47428201.0	47438601.0	10400.0	400.0	503.0	4.836538461538462	95.0%	0.0	237135.0	237234.0	4.0	6.0	52.0	2.0	2.0	1341	47435800	47438000	0.1304390271766492	0.442781690140845	0.44278169014084506
chr19	47446000.0	47446400.0	chr19	47437601.0	47451401.0	13800.0	400.0	1001.0	7.253623188405797	95.0%	0.0	237182.0	237281.0	4.0	6.0	69.0	2.0	2.0	1342	47445200	47447400	3.195179026562142e-23	0.6100244498777506	0.6100244498777506
chr19	47449600.0	47450000.0	chr19	47441201.0	47457601.0	16400.0	400.0	652.0	3.975609756097561	95.0%	0.0	237200.0	237299.0	4.0	6.0	82.0	2.0	2.0	1343	47448800	47451000	0.0342281225726664	0.6354775828460039	0.6354775828460039
chr19	47500800.0	47501200.0	chr19	47497201.0	47508201.0	11000.0	400.0	766.0	6.963636363636364	95.0%	0.0	237456.0	237555.0	4.0	30.0	55.0	2.0	3.0	1344	47500000	47502200	0.0001042201604932	0.6772486772486772	0.6772486772486772
chr19	47509400.0	47509800.0	chr19	47501001.0	47512601.0	11600.0	400.0	862.0	7.431034482758621	95.0%	0.0	237499.0	237598.0	4.0	6.0	58.0	2.0	3.0	1345	47508600	47510800	0.0110695225585488	0.6273653566229985	0.6273653566229985
chr19	47514800.0	47515200.0	chr19	47506401.0	47521001.0	14600.0	400.0	870.0	5.958904109589041	95.0%	0.0	237526.0	237625.0	4.0	6.0	73.0	2.0	2.0	1346	47514000	47516200	7.293370467165421e-15	0.56640625	0.56640625
chr19	47528600.0	47529000.0	chr19	47520201.0	47532801.0	12600.0	400.0	554.0	4.396825396825397	95.0%	0.0	237595.0	237694.0	4.0	6.0	63.0	2.0	2.0	1347	47527800	47530000	0.1970605436581739	0.5779427359490986	0.5779427359490986
chr19	47610200.0	47610600.0	chr19	47601801.0	47615401.0	13600.0	400.0	720.0	5.294117647058823	95.0%	0.0	238003.0	238102.0	4.0	6.0	68.0	2.0	2.0	1348	47609400	47611600	0.0337002436592899	0.5825242718446602	0.5825242718446602
chr19	47647800.0	47648200.0	chr19	47639401.0	47650601.0	11200.0	400.0	735.0	6.5625	95.0%	0.0	238191.0	238290.0	4.0	6.0	56.0	2.0	2.0	1349	47647000	47649200	6.482713214379038e-18	0.6171284634760705	0.6171284634760705
chr19	47651600.0	47652000.0	chr19	47643201.0	47658001.0	14800.0	400.0	704.0	4.756756756756757	95.0%	0.0	238210.0	238309.0	4.0	6.0	74.0	2.0	2.0	1350	47650800	47653000	1.7725208333631718e-08	0.6567164179104478	0.6567164179104478
chr19	47660600.0	47661000.0	chr19	47659401.0	47662801.0	3400.0	400.0	391.0	11.5	95.0%	0.0	238255.0	238354.0	4.0	42.0	17.0	2.0	2.0	1351	47659800	47662000	0.1890973420209786	0.4050367261280168	0.4050367261280168
chr19	47689200.0	47689600.0	chr19	47688001.0	47690001.0	2000.0	400.0	269.0	13.45	95.0%	0.0	238398.0	238497.0	4.0	42.0	10.0	2.0	2.0	1352	47688400	47690600	0.7344543796889655	0.3261131167268351	0.32611311672683513
chr19	47698000.0	47698400.0	chr19	47689601.0	47698801.0	9200.0	400.0	637.0	6.923913043478261	95.0%	0.0	238442.0	238541.0	4.0	6.0	46.0	2.0	2.0	1353	47697200	47699400	5.04034898311495e-18	0.4076819407008086	0.4076819407008086
chr19	47713000.0	47713400.0	chr19	47710601.0	47717201.0	6600.0	400.0	663.0	10.045454545454543	95.0%	0.0	238517.0	238616.0	4.0	36.0	33.0	2.0	2.0	1354	47712200	47714400	6.08592705903311e-08	0.4671734623358673	0.4671734623358673
chr19	47730000.0	47730400.0	chr19	47726801.0	47739001.0	12200.0	400.0	1318.0	10.80327868852459	95.0%	0.0	238602.0	238701.0	4.0	32.0	61.0	2.0	3.0	1355	47729200	47731400	1.0251744594093289e-35	0.6214185063410052	0.6214185063410052
chr19	47821800.0	47822200.0	chr19	47813401.0	47826201.0	12800.0	400.0	582.0	4.546875	95.0%	0.0	239061.0	239160.0	4.0	6.0	64.0	2.0	2.0	1356	47821000	47823200	0.0003151427062936	0.6395604395604395	0.6395604395604395
chr19	47858400.0	47858800.0	chr19	47850001.0	47861201.0	11200.0	400.0	510.0	4.553571428571429	95.0%	0.0	239244.0	239343.0	4.0	6.0	56.0	2.0	2.0	1357	47857600	47859800	0.0099471775808642	0.5598243688254665	0.5598243688254665
